sepal length,sepal width,petal length,petal width,species
5.64557395105723,2.7486883034767176,4.725837176714591,1.8871774932075842,1
5.463211128134906,2.6504064996203898,4.287597999729862,1.207822284855482,1
6.789535138486756,2.9811133270705734,3.93611555327362,1.9104803415149585,1
6.949057103078537,3.2617325013998792,3.820517094631057,1.283443939209895,1
6.566579890206733,2.483520593855091,4.69848208221401,1.8464268802308403,1
5.585464091027094,2.773379451492187,3.0504611788711253,1.041879919733171,1
5.887048088906687,2.2419743967891215,5.230036528566041,0.8604213322889612,1
5.803206122924308,2.8584689636458527,5.144557009701308,0.8578629247287387,1
6.520182643756441,2.80457636401154,4.0610559871505325,1.7066589562182997,1
6.089022202176539,2.5315748522860586,4.53121644140178,1.327682520952431,1
6.050766500121421,3.0961138396433694,5.209288282871759,0.9464320802040709,1
6.953921524801438,1.9269997964439407,4.4321196419058335,1.7631034532064587,1
6.125663383476033,2.5215203088249347,4.406924900114181,1.2795232794263836,1
5.7364280679860205,3.179953608553076,4.659662179127594,1.1901214085470622,1
6.402313294803818,2.9374285236266426,4.863522990811686,1.7815785782271334,1
5.629262160514013,2.5494794228826065,4.834199860041299,1.7729658809907636,1
5.990652523011613,2.852470400940122,5.071389111889621,1.2354412322038248,1
6.244669386921664,2.709576696921365,4.4026500064319976,1.9913879466293163,1
6.369137413215385,3.1638125692897074,5.083827871196483,1.509393203535898,1
6.3049786402547,2.66124448821973,4.644971600036463,1.4417982567268812,1
6.043377914253382,3.066162313232702,4.134080586338727,2.435744036737656,1
5.5500953496840655,2.256998344860092,5.017922927725563,1.8540423197903473,1
6.27911486740667,3.081004654414331,4.49452307668186,1.0987356464497664,1
6.033900829025102,2.497164076259763,4.936086802024713,1.4342339396736197,1
5.630826430547285,2.6562718822115845,4.6846685603616285,1.2478947158689286,1
5.6322918606053385,2.9089802340286566,4.609552381042828,1.2732881198281114,1
5.789345265726221,2.9037758868212484,3.8523969950517927,0.8705630649251191,1
5.678701976647531,2.7045435318337194,4.639042090279222,2.159799358425225,1
6.383557043807314,2.728473314956078,4.491495693291064,1.0516552382460371,1
5.991720673888864,2.6709079322164007,4.644324127703367,1.130051075425143,1
6.232258821944165,3.48546168024658,4.4513609829615,1.6796509435943476,1
6.308641775945819,2.620568750179745,4.600217204514945,1.505631492829603,1
6.043682079226431,2.4542995152053515,4.510961283156672,1.7227116063807129,1
6.648971150428801,3.22899895519178,5.462932468591179,1.1568317374027053,1
6.390113648376667,2.881993037592422,5.479309643200629,1.1385180175698717,1
5.624464975738487,2.5319434599147472,3.5501649566644238,1.2648752064019886,1
5.660505552965118,2.8672581459908777,4.6528379187109,2.3390491067779102,1
6.425042461924054,2.542000841894147,4.098216744576388,1.7199929413847848,1
5.409573760589859,3.619053259687641,5.027461657064671,1.2901782697012176,1
5.233862947670142,3.4054701322985785,4.448776223976568,2.0535682834461495,1
5.786950273945991,2.7319513409319733,5.5023450538046905,2.0210103602562532,2
6.298724602289384,3.2785469577020305,5.022545629146601,1.936325958578195,2
6.553797841980817,3.230064040644219,5.818243848241397,1.4970447664585926,2
5.813923285797886,3.571394445408192,5.648615344132409,1.665266644803233,2
7.19369625214029,3.051731269110252,6.02739773384816,2.030195182834112,2
7.4215944889055505,3.7850122894769505,5.388659848008088,2.4344997382596105,2
6.788620898863173,3.612070639758749,5.06847310981171,2.3068115401238978,2
6.973341820329202,2.2134677907289695,4.970830706144806,1.0880276457246962,2
6.379517600915787,3.320894652137663,6.171874498992582,2.0331361931593075,2
7.228339013822063,2.3827998647169837,4.738224214784492,1.975158313854694,2
6.671759290327453,2.9853784641508754,4.575411784953183,1.9601443066983877,2
5.91662350445919,3.2994866683699025,5.66394771974095,1.5796729814188113,2
6.270191728289378,2.526305312473869,5.471969055545773,2.427152631365532,2
6.059169910640323,3.2254164545039608,5.262861583946417,1.6454164899097221,2
6.452134567897067,2.537025558777105,5.252400503509633,1.4642927206854286,2
7.378651790860671,3.0157703398673763,5.187073239707601,2.0956947252442113,2
6.449765369022266,2.9011793908965617,5.774663698162764,2.3387677466291947,2
6.262752674360242,2.7424862542468325,5.376993141568447,0.9705495593611482,2
5.822385957204785,3.611284755740237,6.235651925636254,1.8886276973409224,2
6.757844112458706,3.1391953007133324,6.876917356465084,2.500689121574204,2
6.442793513986191,2.5726693239134697,4.781575365139934,2.090991704149675,2
6.1617496637423335,2.363948804817671,5.210843815685122,1.516317028597805,2
7.2545126767384795,3.394281285641073,5.496434526411164,2.6618511394920974,2
6.5346001590408385,2.6148219955766776,6.181161794988319,2.2410078982872554,2
6.036129417905161,2.9148779554115207,5.10841161261841,1.3815931604590648,2
6.914199191102958,3.8539170810920975,4.874541566762689,2.251767496496257,2
6.209023797277698,2.7821509056672933,5.235073383188806,1.6136115814127134,2
6.521699531692717,2.6283878107587113,5.620951969484508,1.977532834442131,2
6.39313918482318,2.5941251915532684,5.242060019475241,2.3378212261106572,2
6.724016976525227,2.5628240041737986,5.544422757460304,2.336030537055468,2
5.753419261883093,3.2429980652857795,5.2036656462981306,2.255179482169036,2
6.158660128304356,2.1928321863083036,4.772140894525504,2.0215042418858604,2
6.616151433827108,2.5955773106166697,5.785587229548988,1.2569456389573843,2
6.47044821565702,2.4584170910955363,5.208490030553098,2.021197330221334,2
6.115211445295145,2.8280215323955367,5.950027825334543,1.7420061128158602,2
6.873732874167606,2.4947797356676182,5.736935631316393,2.6446890860043344,2
5.394646976300379,2.6436176075641904,5.758074500859219,1.9091953428580362,2
6.665981480485355,2.7298896130201045,5.538724130189332,1.930379023822815,2
7.022248014555236,3.113780460102867,5.650980500357009,1.815803021076757,2
6.281935867344382,2.806554097562241,5.67640436084566,1.811730016682687,2
6.629591255638131,3.928147453265711,5.889578810750522,1.8541978439616236,2
7.0371991970955445,2.8175031451960453,4.5885229985464315,1.5491700963203392,2
5.663356418565754,2.8427983909351693,5.508236949580641,2.7497255580529147,2
6.64620636628843,2.9020152647354456,5.8709214520888,1.0111502283216733,2
6.605370033683865,3.344741395003963,4.838756128768012,2.511502358030185,2
6.651380195459396,2.8142775988567457,5.782988653508564,3.0154847172147785,2
6.581333061824822,3.1110076208764808,5.294567560484513,1.6199380439162558,2
6.8713374659891455,2.6171476741659356,5.532005394263288,1.7863850958148424,2
6.714206290043987,3.149218229787462,5.964001968946401,1.771913732504228,2
6.379308259852133,2.5622835595200955,5.301306013704965,2.1687339100784953,2
